[1m[2026-04-25|00:39:48][0m [32mINFO    [0m Parsed arguments:
INFO:     127.0.0.1:35628 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:35634 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:35646 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:35660 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:35668 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:35684 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:35688 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:35694 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:35710 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:35714 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:35716 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:35732 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:35748 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:35754 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:35232 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:35770 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:35774 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:35790 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:35796 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:35810 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:35818 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:35824 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:35832 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:35834 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:35844 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:35660 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:35852 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:35864 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:35866 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:35880 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:35888 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:35896 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:35898 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:35912 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:35922 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:35924 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:35934 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:35950 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:35958 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:35960 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:35970 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:35986 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:35988 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:35608 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:36000 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:35184 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:36002 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:36010 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:35368 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:35146 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:36024 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:36026 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:36038 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:36042 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:36050 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:35668 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:35572 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:35716 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:36062 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:36074 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:36000 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:35864 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:36084 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:36100 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:36104 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:36120 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:35404 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:35308 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:36126 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:36138 - "POST /generate HTTP/1.1" 200 OK
[1m[2026-04-25|00:40:01|core|rank=0][0m [32mINFO    [0m Scheduler is idle, waiting for new reqs...
INFO:     Shutting down
INFO:     Waiting for application shutdown.
INFO:     Application shutdown complete.
INFO:     Finished server process [21403]
