[1m[2026-04-25|13:50:12][0m [32mINFO    [0m Parsed arguments:
Preparing for capturing CUDA graphs...:   0%|          | 0/23 [00:00<?, ?batch/s]Capturing graphs: bs = 160 | avail_mem = 24.75 GiB:   0%|          | 0/23 [00:00<?, ?batch/s]Capturing graphs: bs = 160 | avail_mem = 24.75 GiB:   4%|▍         | 1/23 [00:01<00:25,  1.17s/batch]Capturing graphs: bs = 152 | avail_mem = 24.64 GiB:   4%|▍         | 1/23 [00:01<00:25,  1.17s/batch]Capturing graphs: bs = 144 | avail_mem = 24.64 GiB:   4%|▍         | 1/23 [00:01<00:25,  1.17s/batch]Capturing graphs: bs = 144 | avail_mem = 24.64 GiB:  13%|█▎        | 3/23 [00:01<00:07,  2.74batch/s]Capturing graphs: bs = 136 | avail_mem = 24.64 GiB:  13%|█▎        | 3/23 [00:01<00:07,  2.74batch/s]Capturing graphs: bs = 128 | avail_mem = 24.63 GiB:  13%|█▎        | 3/23 [00:01<00:07,  2.74batch/s]Capturing graphs: bs = 128 | avail_mem = 24.63 GiB:  22%|██▏       | 5/23 [00:01<00:03,  4.58batch/s]Capturing graphs: bs = 120 | avail_mem = 24.63 GiB:  22%|██▏       | 5/23 [00:01<00:03,  4.58batch/s]Capturing graphs: bs = 112 | avail_mem = 24.62 GiB:  22%|██▏       | 5/23 [00:01<00:03,  4.58batch/s]Capturing graphs: bs = 112 | avail_mem = 24.62 GiB:  30%|███       | 7/23 [00:01<00:02,  6.12batch/s]Capturing graphs: bs = 104 | avail_mem = 24.62 GiB:  30%|███       | 7/23 [00:01<00:02,  6.12batch/s]Capturing graphs: bs = 96  | avail_mem = 24.62 GiB:  30%|███       | 7/23 [00:01<00:02,  6.12batch/s]Capturing graphs: bs = 96  | avail_mem = 24.62 GiB:  39%|███▉      | 9/23 [00:01<00:01,  7.53batch/s]Capturing graphs: bs = 88  | avail_mem = 24.61 GiB:  39%|███▉      | 9/23 [00:01<00:01,  7.53batch/s]Capturing graphs: bs = 80  | avail_mem = 24.61 GiB:  39%|███▉      | 9/23 [00:01<00:01,  7.53batch/s]Capturing graphs: bs = 80  | avail_mem = 24.61 GiB:  48%|████▊     | 11/23 [00:01<00:01,  8.74batch/s]Capturing graphs: bs = 72  | avail_mem = 24.60 GiB:  48%|████▊     | 11/23 [00:01<00:01,  8.74batch/s]Capturing graphs: bs = 64  | avail_mem = 24.60 GiB:  48%|████▊     | 11/23 [00:02<00:01,  8.74batch/s]Capturing graphs: bs = 64  | avail_mem = 24.60 GiB:  57%|█████▋    | 13/23 [00:02<00:01,  9.68batch/s]Capturing graphs: bs = 56  | avail_mem = 24.60 GiB:  57%|█████▋    | 13/23 [00:02<00:01,  9.68batch/s]Capturing graphs: bs = 48  | avail_mem = 24.59 GiB:  57%|█████▋    | 13/23 [00:02<00:01,  9.68batch/s]Capturing graphs: bs = 48  | avail_mem = 24.59 GiB:  65%|██████▌   | 15/23 [00:02<00:00, 10.50batch/s]Capturing graphs: bs = 40  | avail_mem = 24.59 GiB:  65%|██████▌   | 15/23 [00:02<00:00, 10.50batch/s]Capturing graphs: bs = 32  | avail_mem = 24.58 GiB:  65%|██████▌   | 15/23 [00:02<00:00, 10.50batch/s]Capturing graphs: bs = 32  | avail_mem = 24.58 GiB:  74%|███████▍  | 17/23 [00:02<00:00, 11.15batch/s]Capturing graphs: bs = 24  | avail_mem = 24.58 GiB:  74%|███████▍  | 17/23 [00:02<00:00, 11.15batch/s]Capturing graphs: bs = 16  | avail_mem = 24.58 GiB:  74%|███████▍  | 17/23 [00:02<00:00, 11.15batch/s]Capturing graphs: bs = 16  | avail_mem = 24.58 GiB:  83%|████████▎ | 19/23 [00:02<00:00, 11.67batch/s]Capturing graphs: bs = 8   | avail_mem = 24.57 GiB:  83%|████████▎ | 19/23 [00:02<00:00, 11.67batch/s]Capturing graphs: bs = 4   | avail_mem = 24.57 GiB:  83%|████████▎ | 19/23 [00:02<00:00, 11.67batch/s]Capturing graphs: bs = 4   | avail_mem = 24.57 GiB:  91%|█████████▏| 21/23 [00:02<00:00, 11.88batch/s]Capturing graphs: bs = 2   | avail_mem = 24.56 GiB:  91%|█████████▏| 21/23 [00:02<00:00, 11.88batch/s]Capturing graphs: bs = 1   | avail_mem = 24.56 GiB:  91%|█████████▏| 21/23 [00:02<00:00, 11.88batch/s]Capturing graphs: bs = 1   | avail_mem = 24.56 GiB: 100%|██████████| 23/23 [00:02<00:00, 11.92batch/s]Capturing graphs: bs = 1   | avail_mem = 24.56 GiB: 100%|██████████| 23/23 [00:02<00:00,  7.79batch/s]
[1m[2026-04-25|13:50:19|core|rank=0][0m [32mINFO    [0m Free GPU memory after capturing CUDA graphs: 24.55 GiB
[1m[2026-04-25|13:50:19|core|rank=0][0m [32mINFO    [0m Scheduler is idle, waiting for new reqs...
[1m[2026-04-25|13:50:19|initializer][0m [32mINFO    [0m Scheduler is ready
[1m[2026-04-25|13:50:19|FrontendAPI][0m [32mINFO    [0m API server is ready to serve on 127.0.0.1:1920
INFO:     Started server process [69714]
INFO:     Waiting for application startup.
INFO:     Application startup complete.
INFO:     Uvicorn running on http://127.0.0.1:1920 (Press CTRL+C to quit)
INFO:     127.0.0.1:47920 - "GET /v1/models HTTP/1.1" 200 OK
INFO:     127.0.0.1:47926 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47936 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47946 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47962 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47976 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47992 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47994 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48008 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48014 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48030 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48032 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48034 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48046 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48060 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48070 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48076 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48078 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48084 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48100 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48116 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48118 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48126 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48138 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48144 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48158 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48162 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48176 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48192 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48198 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48200 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48208 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48218 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48228 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48234 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48246 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48252 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48264 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48268 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48278 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48284 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48288 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48290 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48292 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48296 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48298 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48300 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48308 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48314 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48318 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48330 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48332 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48346 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48348 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48356 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48360 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48374 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48386 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48398 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48408 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48416 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48420 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48424 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48430 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48438 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48446 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48448 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48452 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48468 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48474 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48482 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48492 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48496 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48506 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48512 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48526 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48538 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48542 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48558 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48566 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48568 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48572 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48582 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48596 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48598 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48606 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48620 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48630 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48634 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48642 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48656 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47936 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48672 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48674 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48690 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48694 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48710 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48252 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48724 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48738 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48740 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48756 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48078 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48764 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48424 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48374 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48032 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48284 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48228 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47994 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48346 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48278 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48360 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48246 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48766 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48768 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47992 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48784 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48430 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48296 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48798 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48264 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48810 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48332 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48198 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48474 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48818 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48060 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48176 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48830 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48452 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47976 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48200 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47926 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48126 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48538 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48842 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48846 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48860 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48862 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48620 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48866 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48872 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48882 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48656 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48898 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48912 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48292 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48046 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48492 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48924 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48938 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48954 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48118 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48966 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48980 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48738 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48318 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48330 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48984 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48582 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48998 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48268 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:49014 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:49030 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48468 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:49040 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48332 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:49054 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48296 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48542 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48008 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:49066 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:49072 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:49084 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:49098 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48630 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48100 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48314 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:49106 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:49110 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48356 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48298 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:49118 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48264 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:49130 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48144 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48084 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:49132 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48346 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:49146 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:49154 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:49170 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48446 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:49174 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48954 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:49180 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48938 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48198 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:49184 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:49200 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:49208 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:49216 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:49224 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:49226 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:49240 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:49250 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48474 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:49252 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48506 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48784 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:49256 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:49266 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48468 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:49054 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48568 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48740 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:49084 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:49272 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:32898 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48126 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:32908 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:32914 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:32928 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:32936 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48318 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:32942 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48898 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48642 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47992 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:32956 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48360 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:32968 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48084 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:32972 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:32988 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48118 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48872 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:33002 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:33012 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48278 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:33022 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:33026 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:33034 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48424 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:33042 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48810 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48756 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48452 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48738 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48330 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:33058 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:49040 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48866 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:33064 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:49240 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:49066 - "POST /generate HTTP/1.1" 200 OK
[1m[2026-04-25|13:50:28|core|rank=0][0m [32mINFO    [0m Scheduler is idle, waiting for new reqs...
INFO:     127.0.0.1:33078 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:33082 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:33094 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:33096 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:33110 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:33116 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:33132 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:33142 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:33146 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:33150 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:33158 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:33166 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:33168 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:33182 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:33082 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:33184 - "POST /generate HTTP/1.1" 200 OK
