[1m[2026-04-25|00:27:39][0m [32mINFO    [0m Parsed arguments:
INFO:     127.0.0.1:59052 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59058 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59074 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59080 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59092 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59104 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59116 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59126 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59134 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59136 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59142 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59144 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59158 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59168 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59174 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59188 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59204 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59218 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59234 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59250 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59266 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59270 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59280 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59282 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59298 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59306 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59316 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59320 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59332 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59348 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59364 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59378 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59392 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59398 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59414 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59422 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59434 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59448 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59460 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59476 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59484 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59490 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59506 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59508 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59520 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59528 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59540 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59552 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59558 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59570 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59578 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59582 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59596 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59606 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59620 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59622 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59636 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59638 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59648 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59664 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59672 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59686 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59700 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59706 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59712 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59726 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59732 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59748 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59758 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59764 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59780 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59792 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59808 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59812 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59820 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59832 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59844 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59852 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59860 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59868 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59876 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59882 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59888 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59900 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59906 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59908 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59916 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59924 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59926 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59934 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59942 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59952 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59968 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59984 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:60000 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:60006 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:60008 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:60020 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:60024 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:60036 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59422 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59058 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59686 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59622 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:60044 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:60050 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59392 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59142 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59582 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59116 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59620 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59460 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:60054 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:60058 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59700 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59364 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:60062 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59706 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59104 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:60066 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:60070 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59434 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59860 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59528 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59758 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59332 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:60080 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59398 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59316 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59270 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59348 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:60092 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:60100 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:60116 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59052 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59832 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59726 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:33596 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59188 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59908 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59952 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:33600 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:33616 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:33632 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:33646 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:33648 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:33660 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59306 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:33672 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59158 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:33678 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:33684 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:33690 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:33692 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59984 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:33706 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:33718 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59570 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59648 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59540 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59882 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59448 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:33728 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:33732 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59900 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:33742 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59748 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59104 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:33748 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59844 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:60054 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59596 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59552 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59298 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59126 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:60058 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59606 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59916 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:33750 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59520 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:33752 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59234 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:33764 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59434 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:33778 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59052 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59812 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59282 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59636 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59218 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59188 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59116 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59712 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:33782 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:33790 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:60050 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:33800 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:33802 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:33810 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:33820 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59924 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59906 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59648 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59792 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:33826 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59058 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:33830 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59808 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:60062 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:33842 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59942 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:33742 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:33852 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59448 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:60036 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59298 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59868 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59852 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59104 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59876 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:33660 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:60116 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:60020 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59392 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:33728 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:33718 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:33646 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:33856 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:33872 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:33876 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59952 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:33884 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:33890 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:33600 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:33690 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:33892 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59700 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:60008 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59620 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:60066 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:60070 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:33894 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59916 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:33900 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:33906 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59622 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59422 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:33914 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59900 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:33924 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59908 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:33928 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:33596 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:33930 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:60054 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:33826 - "POST /generate HTTP/1.1" 200 OK
[1m[2026-04-25|00:28:01|core|rank=0][0m [32mINFO    [0m Scheduler is idle, waiting for new reqs...
INFO:     127.0.0.1:33934 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:33942 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:33944 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:33950 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:33962 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:33968 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:33974 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:33978 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:33982 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:33986 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:33992 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:34008 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:34022 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:34032 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:34044 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:34050 - "POST /generate HTTP/1.1" 200 OK
