[1m[2026-04-25|00:42:31][0m [32mINFO    [0m Parsed arguments:
INFO:     127.0.0.1:47012 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47018 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47032 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47046 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47048 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47060 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:46790 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47068 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47070 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47078 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47080 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:46760 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:46882 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47086 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47092 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47098 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47102 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47114 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47128 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47142 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47154 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47164 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47166 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47170 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47184 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47194 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47200 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47212 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47218 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47046 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47226 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47234 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47244 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47260 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47264 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:46760 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47276 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47278 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47286 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47292 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47300 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47310 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47326 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47332 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47342 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47352 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47078 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:46852 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47354 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47370 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47376 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47390 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47396 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47412 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47424 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47438 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47452 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47466 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47480 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47488 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:46790 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47496 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47502 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47508 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47522 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47534 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47542 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47102 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47554 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47560 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47572 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47588 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47590 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47390 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47212 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47596 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:46822 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47610 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47624 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:46788 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47012 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47128 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47632 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47648 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47650 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47664 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:46760 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47170 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47522 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47678 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47694 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47596 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47700 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47502 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47706 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47712 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47716 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47048 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47718 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47722 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47736 - "POST /generate HTTP/1.1" 200 OK
[1m[2026-04-25|00:42:43|core|rank=0][0m [32mINFO    [0m Scheduler is idle, waiting for new reqs...
INFO:     Shutting down
INFO:     Waiting for application shutdown.
INFO:     Application shutdown complete.
INFO:     Finished server process [23022]
