[1m[2026-04-25|13:43:12][0m [32mINFO    [0m Parsed arguments:
[1m[2026-04-25|13:43:20|initializer][0m [32mINFO    [0m Scheduler is ready
[1m[2026-04-25|13:43:20|FrontendAPI][0m [32mINFO    [0m API server is ready to serve on 127.0.0.1:1920
INFO:     Started server process [64765]
INFO:     Waiting for application startup.
INFO:     Application startup complete.
INFO:     Uvicorn running on http://127.0.0.1:1920 (Press CTRL+C to quit)
INFO:     127.0.0.1:58240 - "GET /v1/models HTTP/1.1" 200 OK
INFO:     127.0.0.1:58252 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58262 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58274 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58280 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58288 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58304 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58318 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58320 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58332 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58338 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58346 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58358 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58364 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58378 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58382 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58388 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58396 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58408 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58422 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58436 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58438 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58440 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58442 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58446 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58450 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58466 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58478 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58482 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58492 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58494 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58496 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58498 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58506 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58508 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58510 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58516 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58524 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58538 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58554 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58558 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58572 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58574 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58588 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58592 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58608 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58614 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58624 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58638 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58648 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58274 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58650 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58660 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58668 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58682 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58688 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58506 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58440 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58698 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58704 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58706 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58712 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58720 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58726 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58730 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58734 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58742 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58744 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58748 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58762 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58766 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58768 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58784 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58478 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58786 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58788 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58802 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58818 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58828 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58834 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58836 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58840 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58846 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58850 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58860 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58870 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58884 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58896 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58720 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58364 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58906 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58920 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58922 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58932 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58944 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58958 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58962 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58972 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58766 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58976 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58980 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58996 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58834 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59000 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59004 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59008 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59012 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59028 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59044 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59050 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:59054 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55098 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58438 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55110 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58466 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58650 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58320 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58726 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55120 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58730 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58802 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58280 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58884 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55122 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58850 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55130 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55136 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55140 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55142 - "POST /generate HTTP/1.1" 200 OK
[1m[2026-04-25|13:43:27|core|rank=0][0m [32mINFO    [0m Scheduler is idle, waiting for new reqs...
INFO:     Shutting down
INFO:     Waiting for application shutdown.
INFO:     Application shutdown complete.
INFO:     Finished server process [64765]
/root/miniconda3/lib/python3.12/multiprocessing/resource_tracker.py:254: UserWarning: resource_tracker: There appear to be 1 leaked semaphore objects to clean up at shutdown
  warnings.warn('resource_tracker: There appear to be %d '
Collecting data...
