[1m[2026-04-25|00:34:26][0m [32mINFO    [0m Parsed arguments:
INFO:     127.0.0.1:47922 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47932 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47942 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47950 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47958 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47970 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47974 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47988 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48000 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48006 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48008 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48012 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48014 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48026 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48028 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48034 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48046 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48060 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48068 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48076 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48082 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48096 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48106 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48110 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48122 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48124 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48136 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48138 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48142 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48146 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48160 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48168 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48178 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48190 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48204 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48220 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48230 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48240 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48256 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48264 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48270 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48274 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48290 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48298 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48310 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48324 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48338 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48340 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48342 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48348 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48360 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48376 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48378 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:37076 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48382 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48384 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48386 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48392 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48402 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48412 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47970 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48414 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48428 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48432 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48442 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:37214 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48452 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48464 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48480 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48484 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48494 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48506 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48516 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48168 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48124 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48520 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47942 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48006 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:37118 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48096 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48000 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48122 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48264 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47958 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:37196 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:37110 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48530 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48540 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48544 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48560 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48342 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48082 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47912 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47974 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48566 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48576 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48580 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47950 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48256 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48588 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47918 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:37108 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48324 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:37070 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48230 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48590 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48594 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48378 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48414 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:37092 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48600 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48606 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:37306 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48608 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48622 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48628 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48642 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48014 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48654 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48660 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48676 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48688 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48698 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48700 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48716 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48480 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48726 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48736 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48738 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48754 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:37272 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48764 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48770 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48776 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48792 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48806 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48818 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47912 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48822 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48830 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:37292 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48544 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48844 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47958 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48850 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48866 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48060 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48386 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48106 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48872 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48028 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48882 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48888 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48890 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48082 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:37220 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48900 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48904 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48908 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48414 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48914 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48926 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48942 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48950 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48956 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:37108 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47974 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48310 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48688 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48676 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48960 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48966 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48968 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48974 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48988 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:49004 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48442 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48566 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:49018 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:49032 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:49038 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:49050 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:49056 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48792 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:49064 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:49074 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48340 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48850 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:49076 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47942 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:49084 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47912 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:49088 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:49098 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:49114 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48622 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:49128 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48402 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:37214 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:49134 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:49144 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:49156 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48452 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48904 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:37092 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48606 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48006 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:37196 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48000 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48560 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48060 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48698 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48378 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48342 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48168 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48494 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:49162 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:49176 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:49180 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:49188 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:49196 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48594 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:49210 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:49220 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47918 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:49226 - "POST /generate HTTP/1.1" 200 OK
[1m[2026-04-25|00:34:42|core|rank=0][0m [32mINFO    [0m Scheduler is idle, waiting for new reqs...
INFO:     127.0.0.1:49238 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:49242 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:49244 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:49260 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:49262 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:49268 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:49274 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:49278 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:49282 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:49288 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:49302 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:49316 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:49326 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:49342 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:49354 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:49364 - "POST /generate HTTP/1.1" 200 OK
