[1m[2026-04-25|12:43:12][0m [32mINFO    [0m Parsed arguments:
Preparing for capturing CUDA graphs...:   0%|          | 0/23 [00:00<?, ?batch/s]Capturing graphs: bs = 160 | avail_mem = 24.75 GiB:   0%|          | 0/23 [00:00<?, ?batch/s]Capturing graphs: bs = 160 | avail_mem = 24.75 GiB:   4%|▍         | 1/23 [00:01<00:24,  1.12s/batch]Capturing graphs: bs = 152 | avail_mem = 24.64 GiB:   4%|▍         | 1/23 [00:01<00:24,  1.12s/batch]Capturing graphs: bs = 144 | avail_mem = 24.64 GiB:   4%|▍         | 1/23 [00:01<00:24,  1.12s/batch]Capturing graphs: bs = 144 | avail_mem = 24.64 GiB:  13%|█▎        | 3/23 [00:01<00:06,  2.89batch/s]Capturing graphs: bs = 136 | avail_mem = 24.64 GiB:  13%|█▎        | 3/23 [00:01<00:06,  2.89batch/s]Capturing graphs: bs = 128 | avail_mem = 24.63 GiB:  13%|█▎        | 3/23 [00:01<00:06,  2.89batch/s]Capturing graphs: bs = 128 | avail_mem = 24.63 GiB:  22%|██▏       | 5/23 [00:01<00:03,  4.83batch/s]Capturing graphs: bs = 120 | avail_mem = 24.63 GiB:  22%|██▏       | 5/23 [00:01<00:03,  4.83batch/s]Capturing graphs: bs = 112 | avail_mem = 24.62 GiB:  22%|██▏       | 5/23 [00:01<00:03,  4.83batch/s]Capturing graphs: bs = 112 | avail_mem = 24.62 GiB:  30%|███       | 7/23 [00:01<00:02,  6.53batch/s]Capturing graphs: bs = 104 | avail_mem = 24.62 GiB:  30%|███       | 7/23 [00:01<00:02,  6.53batch/s]Capturing graphs: bs = 96  | avail_mem = 24.62 GiB:  30%|███       | 7/23 [00:01<00:02,  6.53batch/s]Capturing graphs: bs = 96  | avail_mem = 24.62 GiB:  39%|███▉      | 9/23 [00:01<00:01,  8.04batch/s]Capturing graphs: bs = 88  | avail_mem = 24.61 GiB:  39%|███▉      | 9/23 [00:01<00:01,  8.04batch/s]Capturing graphs: bs = 80  | avail_mem = 24.61 GiB:  39%|███▉      | 9/23 [00:01<00:01,  8.04batch/s]Capturing graphs: bs = 80  | avail_mem = 24.61 GiB:  48%|████▊     | 11/23 [00:01<00:01,  9.22batch/s]Capturing graphs: bs = 72  | avail_mem = 24.60 GiB:  48%|████▊     | 11/23 [00:01<00:01,  9.22batch/s]Capturing graphs: bs = 64  | avail_mem = 24.60 GiB:  48%|████▊     | 11/23 [00:01<00:01,  9.22batch/s]Capturing graphs: bs = 64  | avail_mem = 24.60 GiB:  57%|█████▋    | 13/23 [00:02<00:00, 10.28batch/s]Capturing graphs: bs = 56  | avail_mem = 24.60 GiB:  57%|█████▋    | 13/23 [00:02<00:00, 10.28batch/s]Capturing graphs: bs = 48  | avail_mem = 24.59 GiB:  57%|█████▋    | 13/23 [00:02<00:00, 10.28batch/s]Capturing graphs: bs = 48  | avail_mem = 24.59 GiB:  65%|██████▌   | 15/23 [00:02<00:00, 11.14batch/s]Capturing graphs: bs = 40  | avail_mem = 24.59 GiB:  65%|██████▌   | 15/23 [00:02<00:00, 11.14batch/s]Capturing graphs: bs = 32  | avail_mem = 24.58 GiB:  65%|██████▌   | 15/23 [00:02<00:00, 11.14batch/s]Capturing graphs: bs = 32  | avail_mem = 24.58 GiB:  74%|███████▍  | 17/23 [00:02<00:00, 11.82batch/s]Capturing graphs: bs = 24  | avail_mem = 24.58 GiB:  74%|███████▍  | 17/23 [00:02<00:00, 11.82batch/s]Capturing graphs: bs = 16  | avail_mem = 24.58 GiB:  74%|███████▍  | 17/23 [00:02<00:00, 11.82batch/s]Capturing graphs: bs = 16  | avail_mem = 24.58 GiB:  83%|████████▎ | 19/23 [00:02<00:00, 12.27batch/s]Capturing graphs: bs = 8   | avail_mem = 24.57 GiB:  83%|████████▎ | 19/23 [00:02<00:00, 12.27batch/s]Capturing graphs: bs = 4   | avail_mem = 24.57 GiB:  83%|████████▎ | 19/23 [00:02<00:00, 12.27batch/s]Capturing graphs: bs = 4   | avail_mem = 24.57 GiB:  91%|█████████▏| 21/23 [00:02<00:00, 12.57batch/s]Capturing graphs: bs = 2   | avail_mem = 24.56 GiB:  91%|█████████▏| 21/23 [00:02<00:00, 12.57batch/s]Capturing graphs: bs = 1   | avail_mem = 24.56 GiB:  91%|█████████▏| 21/23 [00:02<00:00, 12.57batch/s]Capturing graphs: bs = 1   | avail_mem = 24.56 GiB: 100%|██████████| 23/23 [00:02<00:00, 12.46batch/s]Capturing graphs: bs = 1   | avail_mem = 24.56 GiB: 100%|██████████| 23/23 [00:02<00:00,  8.21batch/s]
[1m[2026-04-25|12:43:19|core|rank=0][0m [32mINFO    [0m Free GPU memory after capturing CUDA graphs: 24.55 GiB
[1m[2026-04-25|12:43:20|core|rank=0][0m [32mINFO    [0m Scheduler is idle, waiting for new reqs...
[1m[2026-04-25|12:43:20|initializer][0m [32mINFO    [0m Scheduler is ready
[1m[2026-04-25|12:43:20|FrontendAPI][0m [32mINFO    [0m API server is ready to serve on 127.0.0.1:1920
INFO:     Started server process [30297]
INFO:     Waiting for application startup.
INFO:     Application startup complete.
INFO:     Uvicorn running on http://127.0.0.1:1920 (Press CTRL+C to quit)
INFO:     127.0.0.1:51408 - "GET /v1/models HTTP/1.1" 200 OK
INFO:     127.0.0.1:51412 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:51426 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:51430 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:51444 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:51458 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:51464 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:51478 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:51484 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:51496 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:51500 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:51516 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:51532 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:51540 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:51556 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:51568 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:51578 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:51582 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:51596 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:51606 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:51610 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:51626 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:51628 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:51638 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:51652 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:51666 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:51680 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:51692 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:51694 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:51704 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:51720 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:51726 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:51738 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:51744 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:51754 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:51762 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:51770 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:51776 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:51782 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:51798 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:51814 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:51826 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:51836 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:51848 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:51856 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:51872 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:51882 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:51886 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:51898 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:51906 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:51916 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:51922 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:51934 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:51938 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:51950 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:51966 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:51970 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:51978 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:51990 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:51992 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52006 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52010 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52020 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52028 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52042 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52058 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52074 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52086 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52100 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52116 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52128 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52138 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52144 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52148 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52164 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52178 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52186 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52200 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52208 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52210 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52222 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52224 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52230 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52240 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52244 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52258 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52272 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52288 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52302 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52308 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52322 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52326 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52334 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52348 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52364 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52372 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52376 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52380 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52388 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52400 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52402 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:51770 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52406 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52020 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52420 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:51582 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:51814 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:51744 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52428 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52434 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52442 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:51798 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:51966 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52448 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:51762 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52028 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:51726 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52458 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:51464 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:51856 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52468 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52484 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52498 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52210 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52510 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52116 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52516 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52522 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:51754 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52536 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:51628 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:51720 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52548 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52550 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52566 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:51412 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52186 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52574 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52580 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:51578 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52584 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52334 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52592 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:51694 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52604 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52612 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52624 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:51496 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:51680 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52626 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52634 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52642 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52006 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52646 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:51626 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52658 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:51906 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52674 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52686 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52692 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52698 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52230 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52708 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52720 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52724 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52738 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52510 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52752 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52756 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:51610 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52768 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:51484 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52448 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:51898 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52774 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52788 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52288 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52796 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52808 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:51444 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:51826 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52814 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52824 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52834 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52498 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52838 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52852 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52860 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:51978 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:51652 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52442 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:51596 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52868 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52878 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52210 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52006 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52884 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52896 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52642 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52912 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52302 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52922 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52258 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52926 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52930 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52348 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52116 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52406 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47442 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52372 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47444 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52708 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47458 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47472 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52510 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47478 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52402 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47484 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47500 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52756 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:51496 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47506 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47518 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47532 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47548 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52612 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47552 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47568 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47572 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47588 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47598 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:51966 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47610 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52376 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52592 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47622 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47630 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52028 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52380 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47640 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52428 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52484 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47642 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47652 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52020 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47666 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47678 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47684 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:51628 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47694 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52752 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47710 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52686 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52574 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52348 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52658 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:52186 - "POST /generate HTTP/1.1" 200 OK
[1m[2026-04-25|12:43:28|core|rank=0][0m [32mINFO    [0m Scheduler is idle, waiting for new reqs...
INFO:     127.0.0.1:47720 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47732 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47738 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47754 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47756 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47762 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47766 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47768 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47778 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47784 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47788 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47804 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47816 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47824 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47838 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:47852 - "POST /generate HTTP/1.1" 200 OK
