[1m[2026-04-25|14:12:39][0m [32mINFO    [0m Parsed arguments:
Preparing for capturing CUDA graphs...:   0%|          | 0/23 [00:00<?, ?batch/s]Capturing graphs: bs = 160 | avail_mem = 24.75 GiB:   0%|          | 0/23 [00:00<?, ?batch/s]Capturing graphs: bs = 160 | avail_mem = 24.75 GiB:   4%|▍         | 1/23 [00:01<00:26,  1.22s/batch]Capturing graphs: bs = 152 | avail_mem = 24.64 GiB:   4%|▍         | 1/23 [00:01<00:26,  1.22s/batch]Capturing graphs: bs = 144 | avail_mem = 24.64 GiB:   4%|▍         | 1/23 [00:01<00:26,  1.22s/batch]Capturing graphs: bs = 144 | avail_mem = 24.64 GiB:  13%|█▎        | 3/23 [00:01<00:07,  2.64batch/s]Capturing graphs: bs = 136 | avail_mem = 24.64 GiB:  13%|█▎        | 3/23 [00:01<00:07,  2.64batch/s]Capturing graphs: bs = 128 | avail_mem = 24.63 GiB:  13%|█▎        | 3/23 [00:01<00:07,  2.64batch/s]Capturing graphs: bs = 128 | avail_mem = 24.63 GiB:  22%|██▏       | 5/23 [00:01<00:03,  4.51batch/s]Capturing graphs: bs = 120 | avail_mem = 24.63 GiB:  22%|██▏       | 5/23 [00:01<00:03,  4.51batch/s]Capturing graphs: bs = 112 | avail_mem = 24.62 GiB:  22%|██▏       | 5/23 [00:01<00:03,  4.51batch/s]Capturing graphs: bs = 112 | avail_mem = 24.62 GiB:  30%|███       | 7/23 [00:01<00:02,  6.19batch/s]Capturing graphs: bs = 104 | avail_mem = 24.62 GiB:  30%|███       | 7/23 [00:01<00:02,  6.19batch/s]Capturing graphs: bs = 96  | avail_mem = 24.62 GiB:  30%|███       | 7/23 [00:01<00:02,  6.19batch/s]Capturing graphs: bs = 96  | avail_mem = 24.62 GiB:  39%|███▉      | 9/23 [00:01<00:01,  7.67batch/s]Capturing graphs: bs = 88  | avail_mem = 24.61 GiB:  39%|███▉      | 9/23 [00:01<00:01,  7.67batch/s]Capturing graphs: bs = 80  | avail_mem = 24.61 GiB:  39%|███▉      | 9/23 [00:01<00:01,  7.67batch/s]Capturing graphs: bs = 80  | avail_mem = 24.61 GiB:  48%|████▊     | 11/23 [00:02<00:01,  8.96batch/s]Capturing graphs: bs = 72  | avail_mem = 24.60 GiB:  48%|████▊     | 11/23 [00:02<00:01,  8.96batch/s]Capturing graphs: bs = 64  | avail_mem = 24.60 GiB:  48%|████▊     | 11/23 [00:02<00:01,  8.96batch/s]Capturing graphs: bs = 64  | avail_mem = 24.60 GiB:  57%|█████▋    | 13/23 [00:02<00:00, 10.13batch/s]Capturing graphs: bs = 56  | avail_mem = 24.60 GiB:  57%|█████▋    | 13/23 [00:02<00:00, 10.13batch/s]Capturing graphs: bs = 48  | avail_mem = 24.59 GiB:  57%|█████▋    | 13/23 [00:02<00:00, 10.13batch/s]Capturing graphs: bs = 48  | avail_mem = 24.59 GiB:  65%|██████▌   | 15/23 [00:02<00:00, 11.08batch/s]Capturing graphs: bs = 40  | avail_mem = 24.59 GiB:  65%|██████▌   | 15/23 [00:02<00:00, 11.08batch/s]Capturing graphs: bs = 32  | avail_mem = 24.58 GiB:  65%|██████▌   | 15/23 [00:02<00:00, 11.08batch/s]Capturing graphs: bs = 32  | avail_mem = 24.58 GiB:  74%|███████▍  | 17/23 [00:02<00:00, 11.79batch/s]Capturing graphs: bs = 24  | avail_mem = 24.58 GiB:  74%|███████▍  | 17/23 [00:02<00:00, 11.79batch/s]Capturing graphs: bs = 16  | avail_mem = 24.58 GiB:  74%|███████▍  | 17/23 [00:02<00:00, 11.79batch/s]Capturing graphs: bs = 16  | avail_mem = 24.58 GiB:  83%|████████▎ | 19/23 [00:02<00:00, 12.36batch/s]Capturing graphs: bs = 8   | avail_mem = 24.57 GiB:  83%|████████▎ | 19/23 [00:02<00:00, 12.36batch/s]Capturing graphs: bs = 4   | avail_mem = 24.57 GiB:  83%|████████▎ | 19/23 [00:02<00:00, 12.36batch/s]Capturing graphs: bs = 4   | avail_mem = 24.57 GiB:  91%|█████████▏| 21/23 [00:02<00:00, 12.78batch/s]Capturing graphs: bs = 2   | avail_mem = 24.56 GiB:  91%|█████████▏| 21/23 [00:02<00:00, 12.78batch/s]Capturing graphs: bs = 1   | avail_mem = 24.56 GiB:  91%|█████████▏| 21/23 [00:02<00:00, 12.78batch/s]Capturing graphs: bs = 1   | avail_mem = 24.56 GiB: 100%|██████████| 23/23 [00:02<00:00, 12.81batch/s]Capturing graphs: bs = 1   | avail_mem = 24.56 GiB: 100%|██████████| 23/23 [00:02<00:00,  7.96batch/s]
[1m[2026-04-25|14:12:51|core|rank=0][0m [32mINFO    [0m Free GPU memory after capturing CUDA graphs: 24.55 GiB
[1m[2026-04-25|14:12:52|core|rank=0][0m [32mINFO    [0m Scheduler is idle, waiting for new reqs...
[1m[2026-04-25|14:12:52|initializer][0m [32mINFO    [0m Scheduler is ready
[1m[2026-04-25|14:12:52|FrontendAPI][0m [32mINFO    [0m API server is ready to serve on 127.0.0.1:1920
INFO:     Started server process [87105]
INFO:     Waiting for application startup.
INFO:     Application startup complete.
INFO:     Uvicorn running on http://127.0.0.1:1920 (Press CTRL+C to quit)
INFO:     127.0.0.1:55202 - "GET /v1/models HTTP/1.1" 200 OK
INFO:     127.0.0.1:55204 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55206 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55212 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55220 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55236 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55238 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55244 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55256 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55270 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55272 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55278 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55292 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55298 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55306 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55314 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55318 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55326 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55334 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55350 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55360 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55364 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55366 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55368 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55370 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55376 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55388 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55402 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55406 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55416 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55422 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55428 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55442 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55454 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55458 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55474 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55490 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55500 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55504 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55512 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55516 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55526 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55536 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55544 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55552 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55564 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55572 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55580 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55584 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55588 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55590 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55594 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55596 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55598 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55614 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55618 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55626 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55628 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55630 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55634 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55638 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55640 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55652 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55656 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55660 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55676 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55688 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55698 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55704 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55712 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55714 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55716 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55728 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55734 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55748 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55756 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55772 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55788 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55792 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55796 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55812 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55824 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55832 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55838 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55848 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55862 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55874 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55880 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55892 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55906 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55912 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55922 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55938 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55954 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55960 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55970 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55978 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55980 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55996 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:56012 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:56028 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:56040 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:56056 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:56066 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:56070 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:56076 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:56078 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:56088 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:56090 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:56092 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:56098 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:56110 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55618 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:56122 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:56128 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:56138 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:56154 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:56156 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:56160 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:56176 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:56180 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:56184 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55594 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:56196 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55712 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55416 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55572 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:56198 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:56204 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:56218 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55422 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:56224 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55204 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55236 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55698 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55640 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:56232 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55318 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:56240 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:56250 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:56252 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55874 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:56262 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:56276 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:56282 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:56292 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:56298 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55716 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:56302 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55442 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:56316 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:50072 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:50084 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:50098 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:50108 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55638 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:50112 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:50122 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:50134 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:50140 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:50148 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:50150 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:50158 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:50174 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:50188 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:50194 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:50204 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:50216 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:50232 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:50234 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55618 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:50250 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:50260 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:50268 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:50270 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:50272 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:50288 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55350 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55584 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:50302 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:50318 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55614 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55564 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:50332 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:50336 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:50346 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:50362 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55334 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:50372 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:56098 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:50380 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:50384 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:50388 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:50398 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:50408 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:50424 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55712 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:50436 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:50084 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:50444 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:50450 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:50454 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:50462 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:50478 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:50492 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:50494 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:50500 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:50506 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:50518 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:56056 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:50530 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:50534 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:50540 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:50194 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:50554 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:50568 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:50216 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:50578 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55792 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:50586 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:50600 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:56088 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:50608 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:50232 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55996 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:50610 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:50122 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:50618 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:50626 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:56156 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:50628 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:50638 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:50640 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:50642 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:55980 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:50658 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:50662 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:50670 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:50674 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:50680 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:50694 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:50704 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:50716 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:56184 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:50730 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:50744 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:56070 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:50752 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:50756 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:50764 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:50780 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:56252 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:50108 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:50790 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:50796 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:50802 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:50806 - "POST /generate HTTP/1.1" 200 OK
[1m[2026-04-25|14:13:00|core|rank=0][0m [32mINFO    [0m Scheduler is idle, waiting for new reqs...
INFO:     127.0.0.1:50814 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:50830 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:50832 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:50840 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:50844 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:50850 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:50854 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:50858 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:50860 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:50866 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:50880 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:50882 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:50888 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:50890 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:50892 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:50896 - "POST /generate HTTP/1.1" 200 OK
